rulesText,typeLine,setCode,cardNumber,cost,power,toughness,Title,newText
"Generated effect for card 4444.\nIf this is a bulk test, card 4444 validates row-level rendering.",CREATURE - TESTER,SMO,04444/10000,8,7,2,Card 4444,Variant 4444
"Generated effect for card 4445.\nIf this is a bulk test, card 4445 validates row-level rendering.",CREATURE - TESTER,SMO,04445/10000,9,1,3,Card 4445,Variant 4445
"Generated effect for card 4446.\nIf this is a bulk test, card 4446 validates row-level rendering.",CREATURE - TESTER,SMO,04446/10000,1,2,4,Card 4446,Variant 4446
"Generated effect for card 4447.\nIf this is a bulk test, card 4447 validates row-level rendering.",CREATURE - TESTER,SMO,04447/10000,2,3,5,Card 4447,Variant 4447
"Generated effect for card 4448.\nIf this is a bulk test, card 4448 validates row-level rendering.",CREATURE - TESTER,SMO,04448/10000,3,4,6,Card 4448,Variant 4448
"Generated effect for card 4449.\nIf this is a bulk test, card 4449 validates row-level rendering.",CREATURE - TESTER,SMO,04449/10000,4,5,7,Card 4449,Variant 4449
"Generated effect for card 4450.\nIf this is a bulk test, card 4450 validates row-level rendering.",CREATURE - TESTER,SMO,04450/10000,5,6,1,Card 4450,Variant 4450
"Generated effect for card 4451.\nIf this is a bulk test, card 4451 validates row-level rendering.",CREATURE - TESTER,SMO,04451/10000,6,7,2,Card 4451,Variant 4451
"Generated effect for card 4452.\nIf this is a bulk test, card 4452 validates row-level rendering.",CREATURE - TESTER,SMO,04452/10000,7,1,3,Card 4452,Variant 4452
"Generated effect for card 4453.\nIf this is a bulk test, card 4453 validates row-level rendering.",CREATURE - TESTER,SMO,04453/10000,8,2,4,Card 4453,Variant 4453
"Generated effect for card 4454.\nIf this is a bulk test, card 4454 validates row-level rendering.",CREATURE - TESTER,SMO,04454/10000,9,3,5,Card 4454,Variant 4454
"Generated effect for card 4455.\nIf this is a bulk test, card 4455 validates row-level rendering.",CREATURE - TESTER,SMO,04455/10000,1,4,6,Card 4455,Variant 4455
"Generated effect for card 4456.\nIf this is a bulk test, card 4456 validates row-level rendering.",CREATURE - TESTER,SMO,04456/10000,2,5,7,Card 4456,Variant 4456
"Generated effect for card 4457.\nIf this is a bulk test, card 4457 validates row-level rendering.",CREATURE - TESTER,SMO,04457/10000,3,6,1,Card 4457,Variant 4457
"Generated effect for card 4458.\nIf this is a bulk test, card 4458 validates row-level rendering.",CREATURE - TESTER,SMO,04458/10000,4,7,2,Card 4458,Variant 4458
"Generated effect for card 4459.\nIf this is a bulk test, card 4459 validates row-level rendering.",CREATURE - TESTER,SMO,04459/10000,5,1,3,Card 4459,Variant 4459
"Generated effect for card 4460.\nIf this is a bulk test, card 4460 validates row-level rendering.",CREATURE - TESTER,SMO,04460/10000,6,2,4,Card 4460,Variant 4460
"Generated effect for card 4461.\nIf this is a bulk test, card 4461 validates row-level rendering.",CREATURE - TESTER,SMO,04461/10000,7,3,5,Card 4461,Variant 4461
"Generated effect for card 4462.\nIf this is a bulk test, card 4462 validates row-level rendering.",CREATURE - TESTER,SMO,04462/10000,8,4,6,Card 4462,Variant 4462
"Generated effect for card 4463.\nIf this is a bulk test, card 4463 validates row-level rendering.",CREATURE - TESTER,SMO,04463/10000,9,5,7,Card 4463,Variant 4463
"Generated effect for card 4464.\nIf this is a bulk test, card 4464 validates row-level rendering.",CREATURE - TESTER,SMO,04464/10000,1,6,1,Card 4464,Variant 4464
"Generated effect for card 4465.\nIf this is a bulk test, card 4465 validates row-level rendering.",CREATURE - TESTER,SMO,04465/10000,2,7,2,Card 4465,Variant 4465
"Generated effect for card 4466.\nIf this is a bulk test, card 4466 validates row-level rendering.",CREATURE - TESTER,SMO,04466/10000,3,1,3,Card 4466,Variant 4466
"Generated effect for card 4467.\nIf this is a bulk test, card 4467 validates row-level rendering.",CREATURE - TESTER,SMO,04467/10000,4,2,4,Card 4467,Variant 4467
"Generated effect for card 4468.\nIf this is a bulk test, card 4468 validates row-level rendering.",CREATURE - TESTER,SMO,04468/10000,5,3,5,Card 4468,Variant 4468
"Generated effect for card 4469.\nIf this is a bulk test, card 4469 validates row-level rendering.",CREATURE - TESTER,SMO,04469/10000,6,4,6,Card 4469,Variant 4469
"Generated effect for card 4470.\nIf this is a bulk test, card 4470 validates row-level rendering.",CREATURE - TESTER,SMO,04470/10000,7,5,7,Card 4470,Variant 4470
"Generated effect for card 4471.\nIf this is a bulk test, card 4471 validates row-level rendering.",CREATURE - TESTER,SMO,04471/10000,8,6,1,Card 4471,Variant 4471
"Generated effect for card 4472.\nIf this is a bulk test, card 4472 validates row-level rendering.",CREATURE - TESTER,SMO,04472/10000,9,7,2,Card 4472,Variant 4472
"Generated effect for card 4473.\nIf this is a bulk test, card 4473 validates row-level rendering.",CREATURE - TESTER,SMO,04473/10000,1,1,3,Card 4473,Variant 4473
"Generated effect for card 4474.\nIf this is a bulk test, card 4474 validates row-level rendering.",CREATURE - TESTER,SMO,04474/10000,2,2,4,Card 4474,Variant 4474
"Generated effect for card 4475.\nIf this is a bulk test, card 4475 validates row-level rendering.",CREATURE - TESTER,SMO,04475/10000,3,3,5,Card 4475,Variant 4475
"Generated effect for card 4476.\nIf this is a bulk test, card 4476 validates row-level rendering.",CREATURE - TESTER,SMO,04476/10000,4,4,6,Card 4476,Variant 4476
"Generated effect for card 4477.\nIf this is a bulk test, card 4477 validates row-level rendering.",CREATURE - TESTER,SMO,04477/10000,5,5,7,Card 4477,Variant 4477
"Generated effect for card 4478.\nIf this is a bulk test, card 4478 validates row-level rendering.",CREATURE - TESTER,SMO,04478/10000,6,6,1,Card 4478,Variant 4478
"Generated effect for card 4479.\nIf this is a bulk test, card 4479 validates row-level rendering.",CREATURE - TESTER,SMO,04479/10000,7,7,2,Card 4479,Variant 4479
"Generated effect for card 4480.\nIf this is a bulk test, card 4480 validates row-level rendering.",CREATURE - TESTER,SMO,04480/10000,8,1,3,Card 4480,Variant 4480
"Generated effect for card 4481.\nIf this is a bulk test, card 4481 validates row-level rendering.",CREATURE - TESTER,SMO,04481/10000,9,2,4,Card 4481,Variant 4481
"Generated effect for card 4482.\nIf this is a bulk test, card 4482 validates row-level rendering.",CREATURE - TESTER,SMO,04482/10000,1,3,5,Card 4482,Variant 4482
"Generated effect for card 4483.\nIf this is a bulk test, card 4483 validates row-level rendering.",CREATURE - TESTER,SMO,04483/10000,2,4,6,Card 4483,Variant 4483
"Generated effect for card 4484.\nIf this is a bulk test, card 4484 validates row-level rendering.",CREATURE - TESTER,SMO,04484/10000,3,5,7,Card 4484,Variant 4484
"Generated effect for card 4485.\nIf this is a bulk test, card 4485 validates row-level rendering.",CREATURE - TESTER,SMO,04485/10000,4,6,1,Card 4485,Variant 4485
"Generated effect for card 4486.\nIf this is a bulk test, card 4486 validates row-level rendering.",CREATURE - TESTER,SMO,04486/10000,5,7,2,Card 4486,Variant 4486
"Generated effect for card 4487.\nIf this is a bulk test, card 4487 validates row-level rendering.",CREATURE - TESTER,SMO,04487/10000,6,1,3,Card 4487,Variant 4487
"Generated effect for card 4488.\nIf this is a bulk test, card 4488 validates row-level rendering.",CREATURE - TESTER,SMO,04488/10000,7,2,4,Card 4488,Variant 4488
"Generated effect for card 4489.\nIf this is a bulk test, card 4489 validates row-level rendering.",CREATURE - TESTER,SMO,04489/10000,8,3,5,Card 4489,Variant 4489
"Generated effect for card 4490.\nIf this is a bulk test, card 4490 validates row-level rendering.",CREATURE - TESTER,SMO,04490/10000,9,4,6,Card 4490,Variant 4490
"Generated effect for card 4491.\nIf this is a bulk test, card 4491 validates row-level rendering.",CREATURE - TESTER,SMO,04491/10000,1,5,7,Card 4491,Variant 4491
"Generated effect for card 4492.\nIf this is a bulk test, card 4492 validates row-level rendering.",CREATURE - TESTER,SMO,04492/10000,2,6,1,Card 4492,Variant 4492
"Generated effect for card 4493.\nIf this is a bulk test, card 4493 validates row-level rendering.",CREATURE - TESTER,SMO,04493/10000,3,7,2,Card 4493,Variant 4493
"Generated effect for card 4494.\nIf this is a bulk test, card 4494 validates row-level rendering.",CREATURE - TESTER,SMO,04494/10000,4,1,3,Card 4494,Variant 4494
"Generated effect for card 4495.\nIf this is a bulk test, card 4495 validates row-level rendering.",CREATURE - TESTER,SMO,04495/10000,5,2,4,Card 4495,Variant 4495
"Generated effect for card 4496.\nIf this is a bulk test, card 4496 validates row-level rendering.",CREATURE - TESTER,SMO,04496/10000,6,3,5,Card 4496,Variant 4496
"Generated effect for card 4497.\nIf this is a bulk test, card 4497 validates row-level rendering.",CREATURE - TESTER,SMO,04497/10000,7,4,6,Card 4497,Variant 4497
"Generated effect for card 4498.\nIf this is a bulk test, card 4498 validates row-level rendering.",CREATURE - TESTER,SMO,04498/10000,8,5,7,Card 4498,Variant 4498
"Generated effect for card 4499.\nIf this is a bulk test, card 4499 validates row-level rendering.",CREATURE - TESTER,SMO,04499/10000,9,6,1,Card 4499,Variant 4499
"Generated effect for card 4500.\nIf this is a bulk test, card 4500 validates row-level rendering.",CREATURE - TESTER,SMO,04500/10000,1,7,2,Card 4500,Variant 4500
"Generated effect for card 4501.\nIf this is a bulk test, card 4501 validates row-level rendering.",CREATURE - TESTER,SMO,04501/10000,2,1,3,Card 4501,Variant 4501
"Generated effect for card 4502.\nIf this is a bulk test, card 4502 validates row-level rendering.",CREATURE - TESTER,SMO,04502/10000,3,2,4,Card 4502,Variant 4502
"Generated effect for card 4503.\nIf this is a bulk test, card 4503 validates row-level rendering.",CREATURE - TESTER,SMO,04503/10000,4,3,5,Card 4503,Variant 4503
"Generated effect for card 4504.\nIf this is a bulk test, card 4504 validates row-level rendering.",CREATURE - TESTER,SMO,04504/10000,5,4,6,Card 4504,Variant 4504
"Generated effect for card 4505.\nIf this is a bulk test, card 4505 validates row-level rendering.",CREATURE - TESTER,SMO,04505/10000,6,5,7,Card 4505,Variant 4505
"Generated effect for card 4506.\nIf this is a bulk test, card 4506 validates row-level rendering.",CREATURE - TESTER,SMO,04506/10000,7,6,1,Card 4506,Variant 4506
"Generated effect for card 4507.\nIf this is a bulk test, card 4507 validates row-level rendering.",CREATURE - TESTER,SMO,04507/10000,8,7,2,Card 4507,Variant 4507
"Generated effect for card 4508.\nIf this is a bulk test, card 4508 validates row-level rendering.",CREATURE - TESTER,SMO,04508/10000,9,1,3,Card 4508,Variant 4508
"Generated effect for card 4509.\nIf this is a bulk test, card 4509 validates row-level rendering.",CREATURE - TESTER,SMO,04509/10000,1,2,4,Card 4509,Variant 4509
"Generated effect for card 4510.\nIf this is a bulk test, card 4510 validates row-level rendering.",CREATURE - TESTER,SMO,04510/10000,2,3,5,Card 4510,Variant 4510
"Generated effect for card 4511.\nIf this is a bulk test, card 4511 validates row-level rendering.",CREATURE - TESTER,SMO,04511/10000,3,4,6,Card 4511,Variant 4511
"Generated effect for card 4512.\nIf this is a bulk test, card 4512 validates row-level rendering.",CREATURE - TESTER,SMO,04512/10000,4,5,7,Card 4512,Variant 4512
"Generated effect for card 4513.\nIf this is a bulk test, card 4513 validates row-level rendering.",CREATURE - TESTER,SMO,04513/10000,5,6,1,Card 4513,Variant 4513
"Generated effect for card 4514.\nIf this is a bulk test, card 4514 validates row-level rendering.",CREATURE - TESTER,SMO,04514/10000,6,7,2,Card 4514,Variant 4514
"Generated effect for card 4515.\nIf this is a bulk test, card 4515 validates row-level rendering.",CREATURE - TESTER,SMO,04515/10000,7,1,3,Card 4515,Variant 4515
"Generated effect for card 4516.\nIf this is a bulk test, card 4516 validates row-level rendering.",CREATURE - TESTER,SMO,04516/10000,8,2,4,Card 4516,Variant 4516
"Generated effect for card 4517.\nIf this is a bulk test, card 4517 validates row-level rendering.",CREATURE - TESTER,SMO,04517/10000,9,3,5,Card 4517,Variant 4517
"Generated effect for card 4518.\nIf this is a bulk test, card 4518 validates row-level rendering.",CREATURE - TESTER,SMO,04518/10000,1,4,6,Card 4518,Variant 4518
"Generated effect for card 4519.\nIf this is a bulk test, card 4519 validates row-level rendering.",CREATURE - TESTER,SMO,04519/10000,2,5,7,Card 4519,Variant 4519
"Generated effect for card 4520.\nIf this is a bulk test, card 4520 validates row-level rendering.",CREATURE - TESTER,SMO,04520/10000,3,6,1,Card 4520,Variant 4520
"Generated effect for card 4521.\nIf this is a bulk test, card 4521 validates row-level rendering.",CREATURE - TESTER,SMO,04521/10000,4,7,2,Card 4521,Variant 4521
"Generated effect for card 4522.\nIf this is a bulk test, card 4522 validates row-level rendering.",CREATURE - TESTER,SMO,04522/10000,5,1,3,Card 4522,Variant 4522
"Generated effect for card 4523.\nIf this is a bulk test, card 4523 validates row-level rendering.",CREATURE - TESTER,SMO,04523/10000,6,2,4,Card 4523,Variant 4523
"Generated effect for card 4524.\nIf this is a bulk test, card 4524 validates row-level rendering.",CREATURE - TESTER,SMO,04524/10000,7,3,5,Card 4524,Variant 4524
"Generated effect for card 4525.\nIf this is a bulk test, card 4525 validates row-level rendering.",CREATURE - TESTER,SMO,04525/10000,8,4,6,Card 4525,Variant 4525
"Generated effect for card 4526.\nIf this is a bulk test, card 4526 validates row-level rendering.",CREATURE - TESTER,SMO,04526/10000,9,5,7,Card 4526,Variant 4526
"Generated effect for card 4527.\nIf this is a bulk test, card 4527 validates row-level rendering.",CREATURE - TESTER,SMO,04527/10000,1,6,1,Card 4527,Variant 4527
"Generated effect for card 4528.\nIf this is a bulk test, card 4528 validates row-level rendering.",CREATURE - TESTER,SMO,04528/10000,2,7,2,Card 4528,Variant 4528
"Generated effect for card 4529.\nIf this is a bulk test, card 4529 validates row-level rendering.",CREATURE - TESTER,SMO,04529/10000,3,1,3,Card 4529,Variant 4529
"Generated effect for card 4530.\nIf this is a bulk test, card 4530 validates row-level rendering.",CREATURE - TESTER,SMO,04530/10000,4,2,4,Card 4530,Variant 4530
"Generated effect for card 4531.\nIf this is a bulk test, card 4531 validates row-level rendering.",CREATURE - TESTER,SMO,04531/10000,5,3,5,Card 4531,Variant 4531
"Generated effect for card 4532.\nIf this is a bulk test, card 4532 validates row-level rendering.",CREATURE - TESTER,SMO,04532/10000,6,4,6,Card 4532,Variant 4532
"Generated effect for card 4533.\nIf this is a bulk test, card 4533 validates row-level rendering.",CREATURE - TESTER,SMO,04533/10000,7,5,7,Card 4533,Variant 4533
"Generated effect for card 4534.\nIf this is a bulk test, card 4534 validates row-level rendering.",CREATURE - TESTER,SMO,04534/10000,8,6,1,Card 4534,Variant 4534
"Generated effect for card 4535.\nIf this is a bulk test, card 4535 validates row-level rendering.",CREATURE - TESTER,SMO,04535/10000,9,7,2,Card 4535,Variant 4535
"Generated effect for card 4536.\nIf this is a bulk test, card 4536 validates row-level rendering.",CREATURE - TESTER,SMO,04536/10000,1,1,3,Card 4536,Variant 4536
"Generated effect for card 4537.\nIf this is a bulk test, card 4537 validates row-level rendering.",CREATURE - TESTER,SMO,04537/10000,2,2,4,Card 4537,Variant 4537
"Generated effect for card 4538.\nIf this is a bulk test, card 4538 validates row-level rendering.",CREATURE - TESTER,SMO,04538/10000,3,3,5,Card 4538,Variant 4538
"Generated effect for card 4539.\nIf this is a bulk test, card 4539 validates row-level rendering.",CREATURE - TESTER,SMO,04539/10000,4,4,6,Card 4539,Variant 4539
"Generated effect for card 4540.\nIf this is a bulk test, card 4540 validates row-level rendering.",CREATURE - TESTER,SMO,04540/10000,5,5,7,Card 4540,Variant 4540
"Generated effect for card 4541.\nIf this is a bulk test, card 4541 validates row-level rendering.",CREATURE - TESTER,SMO,04541/10000,6,6,1,Card 4541,Variant 4541
"Generated effect for card 4542.\nIf this is a bulk test, card 4542 validates row-level rendering.",CREATURE - TESTER,SMO,04542/10000,7,7,2,Card 4542,Variant 4542
"Generated effect for card 4543.\nIf this is a bulk test, card 4543 validates row-level rendering.",CREATURE - TESTER,SMO,04543/10000,8,1,3,Card 4543,Variant 4543
"Generated effect for card 4544.\nIf this is a bulk test, card 4544 validates row-level rendering.",CREATURE - TESTER,SMO,04544/10000,9,2,4,Card 4544,Variant 4544
"Generated effect for card 4545.\nIf this is a bulk test, card 4545 validates row-level rendering.",CREATURE - TESTER,SMO,04545/10000,1,3,5,Card 4545,Variant 4545
"Generated effect for card 4546.\nIf this is a bulk test, card 4546 validates row-level rendering.",CREATURE - TESTER,SMO,04546/10000,2,4,6,Card 4546,Variant 4546
"Generated effect for card 4547.\nIf this is a bulk test, card 4547 validates row-level rendering.",CREATURE - TESTER,SMO,04547/10000,3,5,7,Card 4547,Variant 4547
"Generated effect for card 4548.\nIf this is a bulk test, card 4548 validates row-level rendering.",CREATURE - TESTER,SMO,04548/10000,4,6,1,Card 4548,Variant 4548
"Generated effect for card 4549.\nIf this is a bulk test, card 4549 validates row-level rendering.",CREATURE - TESTER,SMO,04549/10000,5,7,2,Card 4549,Variant 4549
"Generated effect for card 4550.\nIf this is a bulk test, card 4550 validates row-level rendering.",CREATURE - TESTER,SMO,04550/10000,6,1,3,Card 4550,Variant 4550
"Generated effect for card 4551.\nIf this is a bulk test, card 4551 validates row-level rendering.",CREATURE - TESTER,SMO,04551/10000,7,2,4,Card 4551,Variant 4551
"Generated effect for card 4552.\nIf this is a bulk test, card 4552 validates row-level rendering.",CREATURE - TESTER,SMO,04552/10000,8,3,5,Card 4552,Variant 4552
"Generated effect for card 4553.\nIf this is a bulk test, card 4553 validates row-level rendering.",CREATURE - TESTER,SMO,04553/10000,9,4,6,Card 4553,Variant 4553
"Generated effect for card 4554.\nIf this is a bulk test, card 4554 validates row-level rendering.",CREATURE - TESTER,SMO,04554/10000,1,5,7,Card 4554,Variant 4554
"Generated effect for card 4555.\nIf this is a bulk test, card 4555 validates row-level rendering.",CREATURE - TESTER,SMO,04555/10000,2,6,1,Card 4555,Variant 4555
"Generated effect for card 4556.\nIf this is a bulk test, card 4556 validates row-level rendering.",CREATURE - TESTER,SMO,04556/10000,3,7,2,Card 4556,Variant 4556
"Generated effect for card 4557.\nIf this is a bulk test, card 4557 validates row-level rendering.",CREATURE - TESTER,SMO,04557/10000,4,1,3,Card 4557,Variant 4557
"Generated effect for card 4558.\nIf this is a bulk test, card 4558 validates row-level rendering.",CREATURE - TESTER,SMO,04558/10000,5,2,4,Card 4558,Variant 4558
"Generated effect for card 4559.\nIf this is a bulk test, card 4559 validates row-level rendering.",CREATURE - TESTER,SMO,04559/10000,6,3,5,Card 4559,Variant 4559
"Generated effect for card 4560.\nIf this is a bulk test, card 4560 validates row-level rendering.",CREATURE - TESTER,SMO,04560/10000,7,4,6,Card 4560,Variant 4560
"Generated effect for card 4561.\nIf this is a bulk test, card 4561 validates row-level rendering.",CREATURE - TESTER,SMO,04561/10000,8,5,7,Card 4561,Variant 4561
"Generated effect for card 4562.\nIf this is a bulk test, card 4562 validates row-level rendering.",CREATURE - TESTER,SMO,04562/10000,9,6,1,Card 4562,Variant 4562
"Generated effect for card 4563.\nIf this is a bulk test, card 4563 validates row-level rendering.",CREATURE - TESTER,SMO,04563/10000,1,7,2,Card 4563,Variant 4563
"Generated effect for card 4564.\nIf this is a bulk test, card 4564 validates row-level rendering.",CREATURE - TESTER,SMO,04564/10000,2,1,3,Card 4564,Variant 4564
"Generated effect for card 4565.\nIf this is a bulk test, card 4565 validates row-level rendering.",CREATURE - TESTER,SMO,04565/10000,3,2,4,Card 4565,Variant 4565
"Generated effect for card 4566.\nIf this is a bulk test, card 4566 validates row-level rendering.",CREATURE - TESTER,SMO,04566/10000,4,3,5,Card 4566,Variant 4566
"Generated effect for card 4567.\nIf this is a bulk test, card 4567 validates row-level rendering.",CREATURE - TESTER,SMO,04567/10000,5,4,6,Card 4567,Variant 4567
"Generated effect for card 4568.\nIf this is a bulk test, card 4568 validates row-level rendering.",CREATURE - TESTER,SMO,04568/10000,6,5,7,Card 4568,Variant 4568
"Generated effect for card 4569.\nIf this is a bulk test, card 4569 validates row-level rendering.",CREATURE - TESTER,SMO,04569/10000,7,6,1,Card 4569,Variant 4569
"Generated effect for card 4570.\nIf this is a bulk test, card 4570 validates row-level rendering.",CREATURE - TESTER,SMO,04570/10000,8,7,2,Card 4570,Variant 4570
"Generated effect for card 4571.\nIf this is a bulk test, card 4571 validates row-level rendering.",CREATURE - TESTER,SMO,04571/10000,9,1,3,Card 4571,Variant 4571
"Generated effect for card 4572.\nIf this is a bulk test, card 4572 validates row-level rendering.",CREATURE - TESTER,SMO,04572/10000,1,2,4,Card 4572,Variant 4572
"Generated effect for card 4573.\nIf this is a bulk test, card 4573 validates row-level rendering.",CREATURE - TESTER,SMO,04573/10000,2,3,5,Card 4573,Variant 4573
"Generated effect for card 4574.\nIf this is a bulk test, card 4574 validates row-level rendering.",CREATURE - TESTER,SMO,04574/10000,3,4,6,Card 4574,Variant 4574
"Generated effect for card 4575.\nIf this is a bulk test, card 4575 validates row-level rendering.",CREATURE - TESTER,SMO,04575/10000,4,5,7,Card 4575,Variant 4575
"Generated effect for card 4576.\nIf this is a bulk test, card 4576 validates row-level rendering.",CREATURE - TESTER,SMO,04576/10000,5,6,1,Card 4576,Variant 4576
"Generated effect for card 4577.\nIf this is a bulk test, card 4577 validates row-level rendering.",CREATURE - TESTER,SMO,04577/10000,6,7,2,Card 4577,Variant 4577
"Generated effect for card 4578.\nIf this is a bulk test, card 4578 validates row-level rendering.",CREATURE - TESTER,SMO,04578/10000,7,1,3,Card 4578,Variant 4578
"Generated effect for card 4579.\nIf this is a bulk test, card 4579 validates row-level rendering.",CREATURE - TESTER,SMO,04579/10000,8,2,4,Card 4579,Variant 4579
"Generated effect for card 4580.\nIf this is a bulk test, card 4580 validates row-level rendering.",CREATURE - TESTER,SMO,04580/10000,9,3,5,Card 4580,Variant 4580
"Generated effect for card 4581.\nIf this is a bulk test, card 4581 validates row-level rendering.",CREATURE - TESTER,SMO,04581/10000,1,4,6,Card 4581,Variant 4581
"Generated effect for card 4582.\nIf this is a bulk test, card 4582 validates row-level rendering.",CREATURE - TESTER,SMO,04582/10000,2,5,7,Card 4582,Variant 4582
"Generated effect for card 4583.\nIf this is a bulk test, card 4583 validates row-level rendering.",CREATURE - TESTER,SMO,04583/10000,3,6,1,Card 4583,Variant 4583
"Generated effect for card 4584.\nIf this is a bulk test, card 4584 validates row-level rendering.",CREATURE - TESTER,SMO,04584/10000,4,7,2,Card 4584,Variant 4584
"Generated effect for card 4585.\nIf this is a bulk test, card 4585 validates row-level rendering.",CREATURE - TESTER,SMO,04585/10000,5,1,3,Card 4585,Variant 4585
"Generated effect for card 4586.\nIf this is a bulk test, card 4586 validates row-level rendering.",CREATURE - TESTER,SMO,04586/10000,6,2,4,Card 4586,Variant 4586
"Generated effect for card 4587.\nIf this is a bulk test, card 4587 validates row-level rendering.",CREATURE - TESTER,SMO,04587/10000,7,3,5,Card 4587,Variant 4587
"Generated effect for card 4588.\nIf this is a bulk test, card 4588 validates row-level rendering.",CREATURE - TESTER,SMO,04588/10000,8,4,6,Card 4588,Variant 4588
"Generated effect for card 4589.\nIf this is a bulk test, card 4589 validates row-level rendering.",CREATURE - TESTER,SMO,04589/10000,9,5,7,Card 4589,Variant 4589
"Generated effect for card 4590.\nIf this is a bulk test, card 4590 validates row-level rendering.",CREATURE - TESTER,SMO,04590/10000,1,6,1,Card 4590,Variant 4590
"Generated effect for card 4591.\nIf this is a bulk test, card 4591 validates row-level rendering.",CREATURE - TESTER,SMO,04591/10000,2,7,2,Card 4591,Variant 4591
"Generated effect for card 4592.\nIf this is a bulk test, card 4592 validates row-level rendering.",CREATURE - TESTER,SMO,04592/10000,3,1,3,Card 4592,Variant 4592
"Generated effect for card 4593.\nIf this is a bulk test, card 4593 validates row-level rendering.",CREATURE - TESTER,SMO,04593/10000,4,2,4,Card 4593,Variant 4593
"Generated effect for card 4594.\nIf this is a bulk test, card 4594 validates row-level rendering.",CREATURE - TESTER,SMO,04594/10000,5,3,5,Card 4594,Variant 4594
"Generated effect for card 4595.\nIf this is a bulk test, card 4595 validates row-level rendering.",CREATURE - TESTER,SMO,04595/10000,6,4,6,Card 4595,Variant 4595
"Generated effect for card 4596.\nIf this is a bulk test, card 4596 validates row-level rendering.",CREATURE - TESTER,SMO,04596/10000,7,5,7,Card 4596,Variant 4596
"Generated effect for card 4597.\nIf this is a bulk test, card 4597 validates row-level rendering.",CREATURE - TESTER,SMO,04597/10000,8,6,1,Card 4597,Variant 4597
"Generated effect for card 4598.\nIf this is a bulk test, card 4598 validates row-level rendering.",CREATURE - TESTER,SMO,04598/10000,9,7,2,Card 4598,Variant 4598
"Generated effect for card 4599.\nIf this is a bulk test, card 4599 validates row-level rendering.",CREATURE - TESTER,SMO,04599/10000,1,1,3,Card 4599,Variant 4599
"Generated effect for card 4600.\nIf this is a bulk test, card 4600 validates row-level rendering.",CREATURE - TESTER,SMO,04600/10000,2,2,4,Card 4600,Variant 4600
"Generated effect for card 4601.\nIf this is a bulk test, card 4601 validates row-level rendering.",CREATURE - TESTER,SMO,04601/10000,3,3,5,Card 4601,Variant 4601
"Generated effect for card 4602.\nIf this is a bulk test, card 4602 validates row-level rendering.",CREATURE - TESTER,SMO,04602/10000,4,4,6,Card 4602,Variant 4602
"Generated effect for card 4603.\nIf this is a bulk test, card 4603 validates row-level rendering.",CREATURE - TESTER,SMO,04603/10000,5,5,7,Card 4603,Variant 4603
"Generated effect for card 4604.\nIf this is a bulk test, card 4604 validates row-level rendering.",CREATURE - TESTER,SMO,04604/10000,6,6,1,Card 4604,Variant 4604
"Generated effect for card 4605.\nIf this is a bulk test, card 4605 validates row-level rendering.",CREATURE - TESTER,SMO,04605/10000,7,7,2,Card 4605,Variant 4605
"Generated effect for card 4606.\nIf this is a bulk test, card 4606 validates row-level rendering.",CREATURE - TESTER,SMO,04606/10000,8,1,3,Card 4606,Variant 4606
"Generated effect for card 4607.\nIf this is a bulk test, card 4607 validates row-level rendering.",CREATURE - TESTER,SMO,04607/10000,9,2,4,Card 4607,Variant 4607
"Generated effect for card 4608.\nIf this is a bulk test, card 4608 validates row-level rendering.",CREATURE - TESTER,SMO,04608/10000,1,3,5,Card 4608,Variant 4608
"Generated effect for card 4609.\nIf this is a bulk test, card 4609 validates row-level rendering.",CREATURE - TESTER,SMO,04609/10000,2,4,6,Card 4609,Variant 4609
"Generated effect for card 4610.\nIf this is a bulk test, card 4610 validates row-level rendering.",CREATURE - TESTER,SMO,04610/10000,3,5,7,Card 4610,Variant 4610
"Generated effect for card 4611.\nIf this is a bulk test, card 4611 validates row-level rendering.",CREATURE - TESTER,SMO,04611/10000,4,6,1,Card 4611,Variant 4611
"Generated effect for card 4612.\nIf this is a bulk test, card 4612 validates row-level rendering.",CREATURE - TESTER,SMO,04612/10000,5,7,2,Card 4612,Variant 4612
"Generated effect for card 4613.\nIf this is a bulk test, card 4613 validates row-level rendering.",CREATURE - TESTER,SMO,04613/10000,6,1,3,Card 4613,Variant 4613
"Generated effect for card 4614.\nIf this is a bulk test, card 4614 validates row-level rendering.",CREATURE - TESTER,SMO,04614/10000,7,2,4,Card 4614,Variant 4614
"Generated effect for card 4615.\nIf this is a bulk test, card 4615 validates row-level rendering.",CREATURE - TESTER,SMO,04615/10000,8,3,5,Card 4615,Variant 4615
"Generated effect for card 4616.\nIf this is a bulk test, card 4616 validates row-level rendering.",CREATURE - TESTER,SMO,04616/10000,9,4,6,Card 4616,Variant 4616
"Generated effect for card 4617.\nIf this is a bulk test, card 4617 validates row-level rendering.",CREATURE - TESTER,SMO,04617/10000,1,5,7,Card 4617,Variant 4617
"Generated effect for card 4618.\nIf this is a bulk test, card 4618 validates row-level rendering.",CREATURE - TESTER,SMO,04618/10000,2,6,1,Card 4618,Variant 4618
"Generated effect for card 4619.\nIf this is a bulk test, card 4619 validates row-level rendering.",CREATURE - TESTER,SMO,04619/10000,3,7,2,Card 4619,Variant 4619
